timestamp,event_type,username,source_ip,raw_line
Jul 06 08:08:33,accepted_password,backup,192.0.2.21,Jul 06 08:08:33 backup01 sshd[6468]: Accepted password for backup from 192.0.2.21 port 31292 ssh2
Jul 06 08:12:56,failed_password,j.maguire,192.0.2.10,Jul 06 08:12:56 backup01 sshd[3075]: Failed password for j.maguire from 192.0.2.10 port 59167 ssh2
Jul 06 08:15:22,failed_password,backup,198.51.100.23,Jul 06 08:15:22 backup01 sshd[7102]: Failed password for backup from 198.51.100.23 port 39086 ssh2
Jul 06 08:17:08,accepted_password,ops,198.51.100.24,Jul 06 08:17:08 backup01 sshd[7783]: Accepted password for ops from 198.51.100.24 port 60612 ssh2
Jul 06 08:18:14,accepted_password,ops,192.0.2.20,Jul 06 08:18:14 backup01 sshd[8410]: Accepted password for ops from 192.0.2.20 port 55712 ssh2
Jul 06 08:20:03,accepted_password,arun,198.51.100.25,Jul 06 08:20:03 backup01 sshd[9430]: Accepted password for arun from 198.51.100.25 port 60996 ssh2
Jul 06 08:20:18,accepted_password,backup,192.0.2.12,Jul 06 08:20:18 backup01 sshd[3861]: Accepted password for backup from 192.0.2.12 port 40594 ssh2
Jul 06 08:22:04,failed_password,arun,192.0.2.30,Jul 06 08:22:04 backup01 sshd[5172]: Failed password for arun from 192.0.2.30 port 31370 ssh2
Jul 06 08:22:59,invalid_user,user,192.0.2.12,Jul 06 08:22:59 backup01 sshd[3395]: Invalid user user from 192.0.2.12 port 30973
Jul 06 08:24:27,failed_password,arun,198.51.100.26,Jul 06 08:24:27 backup01 sshd[7602]: Failed password for arun from 198.51.100.26 port 46569 ssh2
Jul 06 08:25:59,accepted_password,j.singer,192.0.2.12,Jul 06 08:25:59 backup01 sshd[6604]: Accepted password for j.singer from 192.0.2.12 port 36930 ssh2
Jul 06 08:26:48,failed_password,backup,192.0.2.11,Jul 06 08:26:48 backup01 sshd[7178]: Failed password for backup from 192.0.2.11 port 51122 ssh2
Jul 06 08:27:06,invalid_user,test,192.0.2.20,Jul 06 08:27:06 backup01 sshd[2980]: Invalid user test from 192.0.2.20 port 54320
Jul 06 08:27:33,failed_password,ops,198.51.100.25,Jul 06 08:27:33 backup01 sshd[4716]: Failed password for ops from 198.51.100.25 port 59523 ssh2
Jul 06 08:27:35,failed_password,j.singer,192.0.2.20,Jul 06 08:27:35 backup01 sshd[6768]: Failed password for j.singer from 192.0.2.20 port 49126 ssh2
Jul 06 08:28:56,invalid_user,admin,198.51.100.25,Jul 06 08:28:56 backup01 sshd[6170]: Invalid user admin from 198.51.100.25 port 48129
Jul 06 08:34:00,invalid_user,test,198.51.100.25,Jul 06 08:34:00 backup01 sshd[4491]: Invalid user test from 198.51.100.25 port 39785
Jul 06 08:34:37,failed_password,backup,192.0.2.31,Jul 06 08:34:37 backup01 sshd[9685]: Failed password for backup from 192.0.2.31 port 35452 ssh2
Jul 06 08:38:49,invalid_user,sysadmin,192.0.2.31,Jul 06 08:38:49 backup01 sshd[7849]: Invalid user sysadmin from 192.0.2.31 port 47986
Jul 06 08:38:53,failed_password,j.maguire,192.0.2.30,Jul 06 08:38:53 backup01 sshd[6926]: Failed password for j.maguire from 192.0.2.30 port 39903 ssh2
Jul 06 08:39:45,failed_password,ops,192.0.2.31,Jul 06 08:39:45 backup01 sshd[7618]: Failed password for ops from 192.0.2.31 port 32470 ssh2
Jul 06 08:41:37,accepted_password,arun,192.0.2.12,Jul 06 08:41:37 backup01 sshd[1391]: Accepted password for arun from 192.0.2.12 port 58423 ssh2
Jul 06 08:43:13,accepted_password,backup,192.0.2.12,Jul 06 08:43:13 backup01 sshd[7522]: Accepted password for backup from 192.0.2.12 port 63245 ssh2
Jul 06 08:43:23,accepted_password,arun,192.0.2.21,Jul 06 08:43:23 backup01 sshd[6861]: Accepted password for arun from 192.0.2.21 port 37952 ssh2
Jul 06 08:44:46,accepted_password,ops,198.51.100.23,Jul 06 08:44:46 backup01 sshd[2648]: Accepted password for ops from 198.51.100.23 port 39928 ssh2
Jul 06 08:45:01,accepted_password,j.singer,192.0.2.12,Jul 06 08:45:01 backup01 sshd[6389]: Accepted password for j.singer from 192.0.2.12 port 30485 ssh2
Jul 06 08:46:55,accepted_password,arun,192.0.2.40,Jul 06 08:46:55 backup01 sshd[3937]: Accepted password for arun from 192.0.2.40 port 64053 ssh2
Jul 06 08:47:19,failed_password,arun,192.0.2.21,Jul 06 08:47:19 backup01 sshd[8943]: Failed password for arun from 192.0.2.21 port 37750 ssh2
Jul 06 08:47:52,accepted_password,ops,192.0.2.20,Jul 06 08:47:52 backup01 sshd[1525]: Accepted password for ops from 192.0.2.20 port 60023 ssh2
Jul 06 08:49:10,accepted_password,arun,192.0.2.20,Jul 06 08:49:10 backup01 sshd[5433]: Accepted password for arun from 192.0.2.20 port 60090 ssh2
Jul 06 08:51:10,accepted_password,backup,198.51.100.24,Jul 06 08:51:10 backup01 sshd[6605]: Accepted password for backup from 198.51.100.24 port 30967 ssh2
Jul 06 08:53:56,failed_password,arun,192.0.2.12,Jul 06 08:53:56 backup01 sshd[2654]: Failed password for arun from 192.0.2.12 port 51287 ssh2
Jul 06 08:56:22,failed_password,arun,192.0.2.21,Jul 06 08:56:22 backup01 sshd[8802]: Failed password for arun from 192.0.2.21 port 61343 ssh2
Jul 06 08:56:39,failed_password,j.singer,192.0.2.30,Jul 06 08:56:39 backup01 sshd[7634]: Failed password for j.singer from 192.0.2.30 port 59611 ssh2
Jul 06 08:58:55,failed_password,backup,192.0.2.21,Jul 06 08:58:55 backup01 sshd[6016]: Failed password for backup from 192.0.2.21 port 51498 ssh2
Jul 06 08:59:35,accepted_password,arun,198.51.100.26,Jul 06 08:59:35 backup01 sshd[1795]: Accepted password for arun from 198.51.100.26 port 42572 ssh2
Jul 06 09:00:42,failed_password,j.maguire,192.0.2.20,Jul 06 09:00:42 backup01 sshd[7565]: Failed password for j.maguire from 192.0.2.20 port 56640 ssh2
Jul 06 09:05:33,invalid_user,admin,192.0.2.10,Jul 06 09:05:33 backup01 sshd[7049]: Invalid user admin from 192.0.2.10 port 33199
Jul 06 09:06:33,accepted_password,backup,198.51.100.25,Jul 06 09:06:33 backup01 sshd[5443]: Accepted password for backup from 198.51.100.25 port 34022 ssh2
Jul 06 09:06:44,accepted_password,ops,198.51.100.25,Jul 06 09:06:44 backup01 sshd[9036]: Accepted password for ops from 198.51.100.25 port 64096 ssh2
Jul 06 09:06:59,invalid_user,mysql,192.0.2.30,Jul 06 09:06:59 backup01 sshd[6074]: Invalid user mysql from 192.0.2.30 port 36568
Jul 06 09:07:10,accepted_password,ops,198.51.100.23,Jul 06 09:07:10 backup01 sshd[2336]: Accepted password for ops from 198.51.100.23 port 43300 ssh2
Jul 06 09:08:51,invalid_user,pi,192.0.2.40,Jul 06 09:08:51 backup01 sshd[4001]: Invalid user pi from 192.0.2.40 port 59561
Jul 06 09:10:05,failed_password,backup,192.0.2.10,Jul 06 09:10:05 backup01 sshd[5347]: Failed password for backup from 192.0.2.10 port 42295 ssh2
Jul 06 09:11:31,failed_password,ops,192.0.2.40,Jul 06 09:11:31 backup01 sshd[2491]: Failed password for ops from 192.0.2.40 port 48504 ssh2
Jul 06 09:13:43,invalid_user,service,198.51.100.26,Jul 06 09:13:43 backup01 sshd[7228]: Invalid user service from 198.51.100.26 port 30583
Jul 06 09:14:09,failed_password,ops,192.0.2.12,Jul 06 09:14:09 backup01 sshd[1673]: Failed password for ops from 192.0.2.12 port 31969 ssh2
Jul 06 09:14:09,failed_password,backup,198.51.100.26,Jul 06 09:14:09 backup01 sshd[4876]: Failed password for backup from 198.51.100.26 port 47033 ssh2
Jul 06 09:14:53,failed_password,arun,192.0.2.31,Jul 06 09:14:53 backup01 sshd[2019]: Failed password for arun from 192.0.2.31 port 57934 ssh2
Jul 06 09:16:16,accepted_password,arun,192.0.2.12,Jul 06 09:16:16 backup01 sshd[9546]: Accepted password for arun from 192.0.2.12 port 54801 ssh2
Jul 06 09:19:21,failed_password,arun,192.0.2.12,Jul 06 09:19:21 backup01 sshd[8389]: Failed password for arun from 192.0.2.12 port 46306 ssh2
Jul 06 09:20:19,invalid_user,temp,198.51.100.23,Jul 06 09:20:19 backup01 sshd[3046]: Invalid user temp from 198.51.100.23 port 48113
Jul 06 09:20:28,accepted_password,arun,198.51.100.24,Jul 06 09:20:28 backup01 sshd[4605]: Accepted password for arun from 198.51.100.24 port 38344 ssh2
Jul 06 09:21:49,accepted_password,backup,192.0.2.21,Jul 06 09:21:49 backup01 sshd[8734]: Accepted password for backup from 192.0.2.21 port 50400 ssh2
Jul 06 09:23:57,accepted_password,j.maguire,192.0.2.40,Jul 06 09:23:57 backup01 sshd[5531]: Accepted password for j.maguire from 192.0.2.40 port 40322 ssh2
Jul 06 09:24:13,failed_password,j.maguire,192.0.2.40,Jul 06 09:24:13 backup01 sshd[2688]: Failed password for j.maguire from 192.0.2.40 port 59349 ssh2
Jul 06 09:25:50,accepted_password,j.singer,192.0.2.11,Jul 06 09:25:50 backup01 sshd[1319]: Accepted password for j.singer from 192.0.2.11 port 60832 ssh2
Jul 06 09:26:42,failed_password,backup,198.51.100.26,Jul 06 09:26:42 backup01 sshd[1290]: Failed password for backup from 198.51.100.26 port 48157 ssh2
Jul 06 09:30:12,accepted_password,ops,192.0.2.10,Jul 06 09:30:12 backup01 sshd[6479]: Accepted password for ops from 192.0.2.10 port 61475 ssh2
Jul 06 09:30:19,failed_password,ops,198.51.100.23,Jul 06 09:30:19 backup01 sshd[4929]: Failed password for ops from 198.51.100.23 port 34659 ssh2
Jul 06 09:31:08,failed_password,j.singer,192.0.2.30,Jul 06 09:31:08 backup01 sshd[2753]: Failed password for j.singer from 192.0.2.30 port 38105 ssh2
Jul 06 09:37:33,accepted_password,j.singer,198.51.100.24,Jul 06 09:37:33 backup01 sshd[7888]: Accepted password for j.singer from 198.51.100.24 port 56857 ssh2
Jul 06 09:42:05,failed_password,j.singer,192.0.2.30,Jul 06 09:42:05 backup01 sshd[1640]: Failed password for j.singer from 192.0.2.30 port 38316 ssh2
Jul 06 09:42:11,accepted_password,ops,198.51.100.24,Jul 06 09:42:11 backup01 sshd[7028]: Accepted password for ops from 198.51.100.24 port 53969 ssh2
Jul 06 09:42:19,accepted_password,backup,198.51.100.26,Jul 06 09:42:19 backup01 sshd[6089]: Accepted password for backup from 198.51.100.26 port 47042 ssh2
Jul 06 09:44:18,accepted_password,backup,192.0.2.21,Jul 06 09:44:18 backup01 sshd[6518]: Accepted password for backup from 192.0.2.21 port 52531 ssh2
Jul 06 09:46:34,invalid_user,demo,192.0.2.20,Jul 06 09:46:34 backup01 sshd[8659]: Invalid user demo from 192.0.2.20 port 63320
Jul 06 09:47:03,invalid_user,mysql,192.0.2.12,Jul 06 09:47:03 backup01 sshd[7655]: Invalid user mysql from 192.0.2.12 port 30382
Jul 06 09:47:50,failed_password,backup,192.0.2.10,Jul 06 09:47:50 backup01 sshd[3256]: Failed password for backup from 192.0.2.10 port 53523 ssh2
Jul 06 09:53:25,accepted_password,ops,192.0.2.11,Jul 06 09:53:25 backup01 sshd[8544]: Accepted password for ops from 192.0.2.11 port 62139 ssh2
Jul 06 10:03:25,failed_password,j.singer,198.51.100.25,Jul 06 10:03:25 backup01 sshd[9478]: Failed password for j.singer from 198.51.100.25 port 64708 ssh2
Jul 06 10:04:37,invalid_user,admin,192.0.2.11,Jul 06 10:04:37 backup01 sshd[1285]: Invalid user admin from 192.0.2.11 port 54915
Jul 06 10:09:20,accepted_password,backup,192.0.2.11,Jul 06 10:09:20 backup01 sshd[6168]: Accepted password for backup from 192.0.2.11 port 53125 ssh2
Jul 06 10:13:55,failed_password,ops,192.0.2.12,Jul 06 10:13:55 backup01 sshd[3501]: Failed password for ops from 192.0.2.12 port 50411 ssh2
Jul 06 10:15:02,accepted_password,arun,192.0.2.10,Jul 06 10:15:02 backup01 sshd[9231]: Accepted password for arun from 192.0.2.10 port 62119 ssh2
Jul 06 10:17:24,accepted_password,j.singer,192.0.2.12,Jul 06 10:17:24 backup01 sshd[8482]: Accepted password for j.singer from 192.0.2.12 port 53780 ssh2
Jul 06 10:18:38,invalid_user,git,198.51.100.24,Jul 06 10:18:38 backup01 sshd[5371]: Invalid user git from 198.51.100.24 port 43718
Jul 06 10:20:27,accepted_password,backup,192.0.2.30,Jul 06 10:20:27 backup01 sshd[9081]: Accepted password for backup from 192.0.2.30 port 39821 ssh2
Jul 06 10:20:50,failed_password,j.maguire,192.0.2.10,Jul 06 10:20:50 backup01 sshd[2835]: Failed password for j.maguire from 192.0.2.10 port 41712 ssh2
Jul 06 10:21:14,accepted_password,j.maguire,192.0.2.31,Jul 06 10:21:14 backup01 sshd[1861]: Accepted password for j.maguire from 192.0.2.31 port 58084 ssh2
Jul 06 10:23:14,accepted_password,arun,192.0.2.20,Jul 06 10:23:14 backup01 sshd[5576]: Accepted password for arun from 192.0.2.20 port 33368 ssh2
Jul 06 10:23:59,failed_password,j.maguire,192.0.2.10,Jul 06 10:23:59 backup01 sshd[3588]: Failed password for j.maguire from 192.0.2.10 port 30713 ssh2
Jul 06 10:24:22,accepted_password,arun,198.51.100.24,Jul 06 10:24:22 backup01 sshd[9646]: Accepted password for arun from 198.51.100.24 port 62968 ssh2
Jul 06 10:28:00,failed_password,arun,192.0.2.12,Jul 06 10:28:00 backup01 sshd[2711]: Failed password for arun from 192.0.2.12 port 44031 ssh2
Jul 06 10:29:56,accepted_password,j.maguire,192.0.2.31,Jul 06 10:29:56 backup01 sshd[7760]: Accepted password for j.maguire from 192.0.2.31 port 39254 ssh2
Jul 06 10:29:59,invalid_user,postgres,198.51.100.23,Jul 06 10:29:59 backup01 sshd[7055]: Invalid user postgres from 198.51.100.23 port 38417
Jul 06 10:30:32,accepted_password,j.singer,192.0.2.40,Jul 06 10:30:32 backup01 sshd[5164]: Accepted password for j.singer from 192.0.2.40 port 50529 ssh2
Jul 06 10:34:33,accepted_password,backup,192.0.2.40,Jul 06 10:34:33 backup01 sshd[7437]: Accepted password for backup from 192.0.2.40 port 40810 ssh2
Jul 06 10:35:14,accepted_password,backup,198.51.100.26,Jul 06 10:35:14 backup01 sshd[7544]: Accepted password for backup from 198.51.100.26 port 59286 ssh2
Jul 06 10:36:00,accepted_password,arun,192.0.2.11,Jul 06 10:36:00 backup01 sshd[3828]: Accepted password for arun from 192.0.2.11 port 47906 ssh2
Jul 06 10:36:08,accepted_password,j.singer,192.0.2.11,Jul 06 10:36:08 backup01 sshd[4022]: Accepted password for j.singer from 192.0.2.11 port 62676 ssh2
Jul 06 10:38:23,accepted_password,j.singer,192.0.2.31,Jul 06 10:38:23 backup01 sshd[3800]: Accepted password for j.singer from 192.0.2.31 port 32432 ssh2
Jul 06 10:39:13,accepted_password,ops,192.0.2.31,Jul 06 10:39:13 backup01 sshd[4797]: Accepted password for ops from 192.0.2.31 port 64642 ssh2
Jul 06 10:39:26,invalid_user,support,198.51.100.23,Jul 06 10:39:26 backup01 sshd[2170]: Invalid user support from 198.51.100.23 port 61583
Jul 06 10:39:28,accepted_password,backup,192.0.2.30,Jul 06 10:39:28 backup01 sshd[1644]: Accepted password for backup from 192.0.2.30 port 51247 ssh2
Jul 06 10:40:27,accepted_password,arun,192.0.2.11,Jul 06 10:40:27 backup01 sshd[6202]: Accepted password for arun from 192.0.2.11 port 48661 ssh2
Jul 06 10:44:08,invalid_user,admin,198.51.100.24,Jul 06 10:44:08 backup01 sshd[8958]: Invalid user admin from 198.51.100.24 port 50826
Jul 06 10:47:04,accepted_password,backup,198.51.100.23,Jul 06 10:47:04 backup01 sshd[4644]: Accepted password for backup from 198.51.100.23 port 31951 ssh2
Jul 06 10:48:53,accepted_password,ops,192.0.2.30,Jul 06 10:48:53 backup01 sshd[1784]: Accepted password for ops from 192.0.2.30 port 41097 ssh2
